"sceneID","sensor","acquisitionDate","upperLeftCornerLatitude","upperLeftCornerLongitude","upperRightCornerLatitude","upperRightCornerLongitude","lowerLeftCornerLatitude","lowerLeftCornerLongitude","lowerRightCornerLatitude","lowerRightCornerLongitude","sceneCenterLatitude","sceneCenterLongitude","satelliteNumber","DATUM","ELEVATION_SOURCE","ELLIPSOID","EPHEMERIS_TYPE","FALSE_EASTING","FALSE_NORTHING","GRID_CELL_SIZE_REFLECTIVE","MAP_PROJECTION_L1","MAP_PROJECTION_L0RA","ORIENTATION"
"LT50400371998261XXX01","LANDSAT_TM",1998,34.1095,-117.932,33.8226,-115.96,32.5262,-118.35,32.2442,-116.412,33.1796,"-117.163","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410361998252XXX01","LANDSAT_TM",1998,35.5506,-119.078,35.2588,-117.073,33.9682,-119.506,33.6817,-117.538,34.619,"-118.299","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410371998252XXX01","LANDSAT_TM",1998,34.1121,-119.468,33.8252,-117.496,32.5288,-119.886,32.2469,-117.948,33.1823,"-118.699","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50910881998250ASA00","LANDSAT_TM",1998,-39.3826,145.759,-39.6906,147.874,-40.9535,145.233,-41.2687,147.396,-40.329,"146.565","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50400371998245XXX00","LANDSAT_TM",1998,34.1078,-117.929,33.8209,-115.957,32.5245,-118.347,32.2425,-116.409,33.1779,"-117.16","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50900881998243ASA00","LANDSAT_TM",1998,-39.3843,147.296,-39.6923,149.411,-40.9552,146.77,-41.2704,148.933,-40.3307,"148.103","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410361998236XXX01","LANDSAT_TM",1998,35.5489,-119.078,35.2571,-117.073,33.9665,-119.507,33.68,-117.538,34.6173,"-118.299","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410371998236XXX01","LANDSAT_TM",1998,34.1107,-119.468,33.8238,-117.496,32.5274,-119.886,32.2454,-117.948,33.1808,"-118.7","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50910881998234ASA00","LANDSAT_TM",1998,-39.3862,145.757,-39.6943,147.872,-40.9572,145.231,-41.2724,147.394,-40.3327,"146.563","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50400371998229XXX02","LANDSAT_TM",1998,34.1026,-117.913,33.8157,-115.941,32.5193,-118.332,32.2374,-116.394,33.1727,"-117.145","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50900901998227ASA00","LANDSAT_TM",1998,-42.2275,146.34,-42.5489,148.545,-43.7947,145.775,-44.1243,148.034,-43.1796,"147.173","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50900891998227ASA00","LANDSAT_TM",1998,-40.8151,146.83,-41.1296,148.989,-42.3843,146.286,-42.7064,148.495,-41.7643,"147.65","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50900881998227ASA00","LANDSAT_TM",1998,-39.3835,147.309,-39.6916,149.424,-40.9545,146.784,-41.2697,148.946,-40.33,"148.116","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410361998220AAA02","LANDSAT_TM",1998,35.5485,-119.067,35.2567,-117.062,33.966,-119.496,33.6796,-117.527,34.6169,"-118.288","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410371998220AAA02","LANDSAT_TM",1998,34.11,-119.457,33.8231,-117.485,32.5266,-119.876,32.2447,-117.938,33.1801,"-118.689","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50910881998218ASA00","LANDSAT_TM",1998,-39.3788,145.765,-39.6869,147.88,-40.9498,145.239,-41.265,147.402,-40.3253,"146.571","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50400371998213XXX01","LANDSAT_TM",1998,34.1068,-117.916,33.8199,-115.945,32.5234,-118.335,32.2415,-116.397,33.1769,"-117.148","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50900901998211ASA00","LANDSAT_TM",1998,-42.2238,146.334,-42.5452,148.539,-43.791,145.769,-44.1206,148.028,-43.1758,"147.167","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50900891998211ASA00","LANDSAT_TM",1998,-40.8116,146.825,-41.1262,148.983,-42.3808,146.28,-42.7029,148.489,-41.7608,"147.644","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50900881998211ASA00","LANDSAT_TM",1998,-39.3802,147.303,-39.6883,149.418,-40.9512,146.778,-41.2664,148.94,-40.3267,"148.11","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410361998204AAA02","LANDSAT_TM",1998,35.5488,-119.084,35.257,-117.078,33.9664,-119.512,33.6799,-117.543,34.6172,"-118.304","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410371998204AAA02","LANDSAT_TM",1998,34.1098,-119.474,33.8229,-117.502,32.5264,-119.892,32.2445,-117.954,33.1799,"-118.705","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50400371998197XXX02","LANDSAT_TM",1998,34.1139,-117.933,33.827,-115.961,32.5305,-118.352,32.2486,-116.414,33.184,"-117.165","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50900881998195ASA00","LANDSAT_TM",1998,-39.3773,147.288,-39.6854,149.403,-40.9483,146.763,-41.2635,148.925,-40.3238,"148.095","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410361998188XXX01","LANDSAT_TM",1998,35.5475,-119.09,35.2557,-117.085,33.9651,-119.519,33.6786,-117.55,34.6159,"-118.311","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410371998188XXX01","LANDSAT_TM",1998,34.1168,-119.478,33.8299,-117.506,32.5335,-119.897,32.2515,-117.959,33.1869,"-118.71","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50400371998181XXX02","LANDSAT_TM",1998,34.1111,-117.929,33.8242,-115.957,32.5277,-118.347,32.2458,-116.409,33.1812,"-117.161","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50900891998179ASA00","LANDSAT_TM",1998,-40.8139,146.816,-41.1285,148.974,-42.3831,146.271,-42.7052,148.481,-41.7631,"147.635","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50900881998179ASA00","LANDSAT_TM",1998,-39.3817,147.295,-39.6898,149.41,-40.9527,146.769,-41.2679,148.932,-40.3282,"148.102","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410361998172AAA01","LANDSAT_TM",1998,35.5455,-119.075,35.2537,-117.07,33.9631,-119.504,33.6766,-117.535,34.614,"-118.296","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410371998172AAA01","LANDSAT_TM",1998,34.1062,-119.465,33.8193,-117.494,32.5228,-119.884,32.2409,-117.946,33.1763,"-118.697","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50400371998165XXX02","LANDSAT_TM",1998,34.1117,-117.924,33.8248,-115.953,32.5284,-118.343,32.2465,-116.405,33.1818,"-117.156","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50900901998163ASA00","LANDSAT_TM",1998,-42.2212,146.327,-42.5426,148.531,-43.7884,145.762,-44.118,148.021,-43.1732,"147.16","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50900891998163ASA00","LANDSAT_TM",1998,-40.8078,146.818,-41.1223,148.976,-42.377,146.273,-42.6991,148.482,-41.757,"147.637","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50900881998163ASA00","LANDSAT_TM",1998,-39.3839,147.294,-39.6919,149.409,-40.9549,146.768,-41.27,148.931,-40.3303,"148.101","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410361998156XXX02","LANDSAT_TM",1998,35.5444,-119.08,35.2527,-117.075,33.962,-119.508,33.6756,-117.54,34.6129,"-118.301","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410371998156XXX02","LANDSAT_TM",1998,34.1144,-119.468,33.8274,-117.496,32.531,-119.886,32.2491,-117.948,33.1845,"-118.699","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50400371998149XXX02","LANDSAT_TM",1998,34.1099,-117.919,33.823,-115.947,32.5265,-118.337,32.2446,-116.399,33.18,"-117.15","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50900901998147ASA00","LANDSAT_TM",1998,-42.2194,146.334,-42.5408,148.538,-43.7866,145.769,-44.1161,148.028,-43.1714,"147.167","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50900891998147ASA00","LANDSAT_TM",1998,-40.8147,146.822,-41.1292,148.98,-42.3838,146.277,-42.706,148.487,-41.7639,"147.641","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410361998140XXX02","LANDSAT_TM",1998,35.5414,-119.06,35.2496,-117.055,33.959,-119.488,33.6725,-117.519,34.6098,"-118.28","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410371998140XXX02","LANDSAT_TM",1998,34.1032,-119.449,33.8163,-117.478,32.5199,-119.868,32.238,-117.93,33.1733,"-118.681","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50400371998133XXX02","LANDSAT_TM",1998,34.105,-117.903,33.8181,-115.931,32.5216,-118.322,32.2397,-116.384,33.1751,"-117.135","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50900901998131ASA00","LANDSAT_TM",1998,-42.2273,146.342,-42.5488,148.546,-43.7945,145.776,-44.1241,148.036,-43.1794,"147.175","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50900891998131ASA00","LANDSAT_TM",1998,-40.8145,146.832,-41.1291,148.991,-42.3837,146.288,-42.7059,148.497,-41.7637,"147.652","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50900881998131ASA00","LANDSAT_TM",1998,-39.3826,147.312,-39.6906,149.427,-40.9536,146.786,-41.2687,148.949,-40.3291,"148.118","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410361998124XXX01","LANDSAT_TM",1998,35.5446,-119.048,35.2528,-117.043,33.9622,-119.476,33.6757,-117.507,34.6131,"-118.268","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410371998124XXX01","LANDSAT_TM",1998,34.1068,-119.438,33.8199,-117.466,32.5234,-119.856,32.2415,-117.918,33.1769,"-118.669","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50400371998117XXX00","LANDSAT_TM",1998,34.1016,-117.885,33.8148,-115.913,32.5183,-118.303,32.2364,-116.366,33.1718,"-117.117","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410361998108XXX02","LANDSAT_TM",1998,35.5358,-119.043,35.244,-117.038,33.9533,-119.471,33.6669,-117.503,34.6042,"-118.264","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410371998108XXX02","LANDSAT_TM",1998,34.1065,-119.43,33.8196,-117.459,32.5232,-119.849,32.2413,-117.911,33.1766,"-118.662","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50400371998101AAA02","LANDSAT_TM",1998,34.1026,-117.889,33.8157,-115.918,32.5192,-118.308,32.2373,-116.37,33.1727,"-117.121","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50900881998099ASA00","LANDSAT_TM",1998,-39.3877,147.315,-39.6958,149.43,-40.9587,146.789,-41.2739,148.952,-40.3342,"148.121","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410371998092XXX01","LANDSAT_TM",1998,34.1041,-119.437,33.8173,-117.465,32.5208,-119.855,32.2389,-117.917,33.1743,"-118.668","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410361998092XXX01","LANDSAT_TM",1998,35.5425,-119.047,35.2507,-117.042,33.9601,-119.475,33.6736,-117.506,34.6109,"-118.267","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50400371998085XXX02","LANDSAT_TM",1998,34.1024,-117.899,33.8155,-115.927,32.519,-118.317,32.2371,-116.379,33.1725,"-117.13","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50900901998083ASA00","LANDSAT_TM",1998,-42.228,146.333,-42.5494,148.537,-43.7952,145.767,-44.1248,148.027,-43.18,"147.166","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50900891998083ASA00","LANDSAT_TM",1998,-40.8162,146.823,-41.1308,148.982,-42.3854,146.279,-42.7075,148.488,-41.7654,"147.643","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50900881998083ASA00","LANDSAT_TM",1998,-39.3852,147.303,-39.6933,149.418,-40.9562,146.777,-41.2714,148.94,-40.3317,"148.109","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410371998076AAA01","LANDSAT_TM",1998,34.1095,-119.45,33.8226,-117.478,32.5261,-119.868,32.2442,-117.93,33.1796,"-118.681","LANDSAT_5","WGS84","","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410361998076AAA01","LANDSAT_TM",1998,35.5394,-119.062,35.2477,-117.057,33.957,-119.49,33.6706,-117.522,34.6079,"-118.282","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50400371998069AAA02","LANDSAT_TM",1998,34.1012,-117.906,33.8143,-115.934,32.5178,-118.324,32.236,-116.387,33.1713,"-117.138","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50900901998067ASA00","LANDSAT_TM",1998,-42.2264,146.326,-42.5478,148.531,-43.7936,145.761,-44.1232,148.02,-43.1784,"147.159","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50900891998067ASA00","LANDSAT_TM",1998,-40.8142,146.817,-41.1287,148.976,-42.3833,146.272,-42.7055,148.482,-41.7634,"147.636","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50900881998067ASA00","LANDSAT_TM",1998,-39.3828,147.297,-39.6908,149.412,-40.9537,146.771,-41.2689,148.934,-40.3292,"148.103","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410371998060AAA01","LANDSAT_TM",1998,34.1056,-119.45,33.8187,-117.479,32.5222,-119.869,32.2403,-117.931,33.1757,"-118.682","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410361998060AAA01","LANDSAT_TM",1998,35.5444,-119.06,35.2526,-117.055,33.9619,-119.488,33.6755,-117.52,34.6128,"-118.28","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50400371998053AAA00","LANDSAT_TM",1998,34.1102,-117.906,33.8233,-115.935,32.5269,-118.325,32.245,-116.387,33.1803,"-117.138","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50900881998051ASA00","LANDSAT_TM",1998,-39.3747,147.292,-39.6827,149.406,-40.9457,146.766,-41.2608,148.929,-40.3211,"148.098","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410371998044AAA01","LANDSAT_TM",1998,34.1084,-119.453,33.8216,-117.481,32.5251,-119.871,32.2432,-117.933,33.1786,"-118.684","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410361998044AAA01","LANDSAT_TM",1998,35.5467,-119.062,35.2549,-117.057,33.9643,-119.49,33.6778,-117.522,34.6151,"-118.283","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50900901998035ASA00","LANDSAT_TM",1998,-42.2229,146.318,-42.5443,148.522,-43.7901,145.753,-44.1197,148.012,-43.1749,"147.151","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50900891998035ASA00","LANDSAT_TM",1998,-40.8102,146.809,-41.1247,148.968,-42.3794,146.264,-42.7015,148.474,-41.7594,"147.629","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50900881998035ASA00","LANDSAT_TM",1998,-39.3784,147.289,-39.6864,149.404,-40.9494,146.763,-41.2645,148.926,-40.3248,"148.095","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410371998028XXX01","LANDSAT_TM",1998,34.1039,-119.444,33.817,-117.473,32.5205,-119.863,32.2386,-117.925,33.174,"-118.676","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410361998028XXX02","LANDSAT_TM",1998,35.5414,-119.054,35.2497,-117.049,33.959,-119.482,33.6726,-117.514,34.6099,"-118.275","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50400371998021AAA01","LANDSAT_TM",1998,34.1043,-117.892,33.8174,-115.92,32.5209,-118.31,32.239,-116.373,33.1744,"-117.124","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50900881998019ASA00","LANDSAT_TM",1998,-39.3804,147.295,-39.6884,149.41,-40.9514,146.769,-41.2665,148.932,-40.3268,"148.101","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410361998012XXX02","LANDSAT_TM",1998,35.5439,-119.046,35.2521,-117.041,33.9614,-119.474,33.675,-117.505,34.6123,"-118.266","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410371998012XXX02","LANDSAT_TM",1998,34.1069,-119.436,33.82,-117.464,32.5236,-119.854,32.2416,-117.917,33.177,"-118.668","LANDSAT_5","WGS84","","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50900891998003ASA00","LANDSAT_TM",1998,-40.8097,146.812,-41.1242,148.971,-42.3788,146.268,-42.701,148.477,-41.7589,"147.632","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50900881998003ASA00","LANDSAT_TM",1998,-39.3792,147.292,-39.6873,149.407,-40.9502,146.766,-41.2654,148.929,-40.3257,"148.098","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410371997361XXX01","LANDSAT_TM",1997,34.105,-119.428,33.8182,-117.457,32.5217,-119.847,32.2398,-117.909,33.1752,"-118.66","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410361997361XXX01","LANDSAT_TM",1997,35.5421,-119.038,35.2503,-117.033,33.9596,-119.466,33.6732,-117.498,34.6105,"-118.258","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50900881997352ASA00","LANDSAT_TM",1997,-39.3802,147.297,-39.6883,149.412,-40.9512,146.772,-41.2664,148.934,-40.3267,"148.104","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410371997345AAA01","LANDSAT_TM",1997,34.0994,-119.426,33.8125,-117.455,32.516,-119.845,32.2341,-117.907,33.1695,"-118.658","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410361997345AAA01","LANDSAT_TM",1997,35.5369,-119.036,35.2451,-117.031,33.9544,-119.464,33.668,-117.495,34.6053,"-118.256","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50400371997338XXX01","LANDSAT_TM",1997,34.1048,-117.879,33.8179,-115.907,32.5214,-118.297,32.2395,-116.36,33.1749,"-117.111","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50900881997336ASA00","LANDSAT_TM",1997,-39.3832,147.297,-39.6913,149.412,-40.9542,146.772,-41.2694,148.934,-40.3297,"148.104","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410371997329AAA01","LANDSAT_TM",1997,34.1017,-119.416,33.8148,-117.445,32.5183,-119.835,32.2365,-117.897,33.1718,"-118.648","LANDSAT_5","WGS84","","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410361997329AAA01","LANDSAT_TM",1997,35.5397,-119.026,35.248,-117.021,33.9573,-119.454,33.6709,-117.485,34.6082,"-118.246","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50910881997327ASA00","LANDSAT_TM",1997,-39.3843,145.756,-39.6924,147.871,-40.9553,145.23,-41.2705,147.393,-40.3308,"146.562","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50400371997322AAA01","LANDSAT_TM",1997,34.0997,-117.873,33.8129,-115.901,32.5164,-118.291,32.2345,-116.353,33.1699,"-117.104","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50900891997320ASA00","LANDSAT_TM",1997,-40.8086,146.822,-41.1231,148.98,-42.3777,146.277,-42.6999,148.487,-41.7577,"147.641","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50900881997320ASA00","LANDSAT_TM",1997,-39.3779,147.302,-39.686,149.417,-40.9489,146.777,-41.2641,148.939,-40.3244,"148.109","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50400371997306XXX00","LANDSAT_TM",1997,34.1006,-117.883,33.8137,-115.911,32.5172,-118.301,32.2354,-116.364,33.1707,"-117.115","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50900881997304ASA00","LANDSAT_TM",1997,-39.3752,147.29,-39.6833,149.405,-40.9462,146.765,-41.2614,148.927,-40.3217,"148.097","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410371997297XXX01","LANDSAT_TM",1997,34.1064,-119.426,33.8195,-117.454,32.5231,-119.844,32.2412,-117.906,33.1765,"-118.657","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410361997297XXX01","LANDSAT_TM",1997,35.5356,-119.037,35.2438,-117.032,33.9531,-119.465,33.6667,-117.497,34.604,"-118.258","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50400371997290XXX01","LANDSAT_TM",1997,34.1024,-117.878,33.8155,-115.906,32.5191,-118.296,32.2372,-116.358,33.1725,"-117.109","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410371997281XXX01","LANDSAT_TM",1997,34.1042,-119.423,33.8173,-117.451,32.5208,-119.842,32.2389,-117.904,33.1743,"-118.655","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410361997281XXX01","LANDSAT_TM",1997,35.5413,-119.032,35.2495,-117.027,33.9589,-119.461,33.6724,-117.492,34.6098,"-118.253","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50400371997274XXX02","LANDSAT_TM",1997,34.0984,-117.88,33.8115,-115.908,32.515,-118.298,32.2332,-116.36,33.1685,"-117.111","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50900901997272ASA00","LANDSAT_TM",1997,-42.2232,146.311,-42.5446,148.515,-43.7904,145.745,-44.12,148.005,-43.1753,"147.144","LANDSAT_5","WGS84","","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
